s.no,source,startupName,foundedDate,description,ICB_industry,ICB_sector,startupClassification,groupClassification1,groupClassification2,startupClassification2,groupClassification3,businessModel,keyword1,keyword2,keyword3,city,state,startupStatus,Number of Founders,founder1Name,founder2Name,founder3Name
304,Keyur,Tinyowl Technology Pvt. Ltd.,2014,"TinyOwl Technology Pvt Ltd, a food ordering startup. TinyOwl is an Android app that enables users to order food via their mobile devices. The startup claims that its app can detect the users’ locations and show restaurants in their vicinity.",Technology,Software & Computer Services,Consumer_Products_and_Services,Food Products,,,,B2C,Food ordering app,,,Mumbai,Maharashtra,Angel investment,1,Harshavardhan Mandad,,
305,Keyur,TOFlo,2015,"TOFlo, which claims to be India’ first platform for fintech funding, will start its first incubation program in October this year. About 4-5 startups will be selected from each incubation group as part of a process in which around 15 startups are expected to participate",Technology,Software & Computer Services,Fin_Tech_and_Payments, Financial Software Solutions and Information Systems,,,,B2B,Funding to startups,,,Mumbai,Maharashtra,Angel investment,1,Naveen Peter,,
306,Keyur,TOKO Innovation Studios Pvt. Ltd.,2015,"TOKO Innovation Studios creates content for children which can be viewed on mobile & web browsers and helps kids to enjoy and discover videos, games, factoids, music, art & photos that are interesting & appropriate for them.",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Media and entertainment,Games and Gaming enablers,,,B2B,Children's app-media and games, Entertainment - games for kids ,,,Delhi,Angel investment,3,Aditya Mukherjee,Ajitsen Surendran,Arnav Mukherjee
307,Keyur,Tooler,2015,"It provides users with most economical and quick services just via few simple taps on their smart phones. We take care of those piled up laundry back at your homes. We provide easy pickup, assortment, washing & ironing of clothes with 48 hours delivery at your doorsteps. We promise to unload your loaded burden of undone laundry!",Consumer_services,Retail,Hyperlocal_and_Logistics,Laundry,,,,B2C,Laundry service,,,,Delhi,Angel investment,1,Sukanth Srivastav,,
308,keyur,Touchkin eServices Pvt. Ltd.,2015,"Touchkin seeks to provide low cost proactive behavioral health support to people with chronic illness and depression through context sensitive, multilingual chatbots and patient support systems. ",Healthcare,Healthcare,Health_Tech,Telemedicine and Online health care platforms,,,,B2C,Health care service providers through video chat,,,Karnataka,Bengaluru,Angel investment,2,Ramakant vempati,Jo Aggarwaal,
309,Keyur,Tripbaaz Technologies Pvt. Ltd.,2015,Tripbaaz Technologies Pvt. Ltd. develops an application that enables users to upload pictures and share fashion queries with friends and fashion gurus. ,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Fashion,,,,B2C,Fashion app-upload pictures,,,Gurgaon,Haryana,Angel investment,4,Ashutosh Pandey,Nithin Krishna Kaimal,Amit Gupta
310,Keyur,TruckMandi,2015,TruckMandi is an online platform that helps businesses find transport providers and get goods delivered on time,Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Logistics services,Delivery of goods ,,,Delhi,Angel investment,3,Anurag Jain,Nishant Singh,Ankit singh
311,Keyur,Trucksfirst Services Pvt. Ltd.,2014,"TrucksFirst Services Pvt. Ltd. provides road transportation of freight and logistics services in India. Its services include line-haul services in FTL and PTL; automated documentation for expedited border clearance; vehicle tracking and monitoring; and cold chain solution for the line haul. It serves clients in e-commerce, pharma, auto, cold chain, FMCG, and white goods industries.",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Logistics services,Road transpotation,Automated documentation for clearance  vehicle tracking and monitoring,Gurgaon,Haryana,Angel investment,2,Deepak Garg,Gazal Kalra,
312,Keyur,Truebil,2015,"Truebil, who strive to help you buy and sell used cars in the simplest way possible.",Consumer_goods,automobile and parts,Consumer_Products_and_Services,Automobiles & Auto Parts services,,,,B2C,Resale of old cars,,,Mumbai,Maharashtra,Angel investment,5,Suraj Kalwani,Ravi Chirania,Shubh Bansal
313,Keyur,Truelancer,07/05,Truelancer.com is a Online Platform for Freelancers and Employers to Collaborate and Work together. Their vision is to create an Global Ecosystem of Trusted Freelancers and Employers around the world.,Consumer_services,Retail,Industrial_and_Business_Products_and_Services,Business Training & Employment Agencies,,,,B2B,Connecting freelancers and employers,,,,Delhi,Angel investment,1,Dipesh Garg,,
314,Keyur,Trumplab Edusolutions Pvt. Ltd.,2014,"Trumplab Edusolutions Pvt Ltd. develops a mobile communication application for teachers and students that allows teachers to send one-way reminders, announcements, homework, activity photos directly to the parents on their phone.",Telecommunication,Telecommunication,Software_and_Internet_Services,Communication services,,,,B2C,APP-connects teachers and parents,,,Mumbai,Maharashtra,Angel investment,4,Jaideep Poonia,Dhanesh Kumar,Shital Godara
315,Keyur,Twigly Foods Pvt. Ltd.,2015,"Twigly is a food ordering app that delivers global cuisine at your doorstep.Our brigade of chefs is tasked with scouring the world for great recipes that suit the Indian palate, and then transforming them to ensure that they can be cooked quickly and delivered fresh.",Technology,Software & Computer Services,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery,,,Gurgaon,Haryana,Angel investment,3,Rohan Dayal,Sonal Minhas,Naresh Kumar Kachhi
316,Keyur,Unlaze,2015,"Unlaze develops a social networking application that connects users with common interests. It helps users find new people to do new things with, such as make friends, play a sport, travel together, jam, and even find someone to dance with. ",Technology,Software & Computer Services,Social_Platforms,Connect People for Social Activities,,,,B2C,App-Connects common interest people,,,Gurgaon,Haryana,Angel investment,1,Nihar Manwatkar,,
317,Keyur,Urban Dhobi Services Pvt. Ltd.,07/05,Urban dhobi is a pick & drop laundry service started to cater the needs of having clean clothes that too without spending too much time as we hardly have any to contribute towards washing your own clothes.,Consumer_services,Retail,Hyperlocal_and_Logistics,Laundry,,,,B2C,Laundry service,,,Jaipur,Rajasthan,Angel investment,4,Saransh Sidhu,Tushar Thettayil,
318,Keyur,UrbanClap,07/05,"UrbanClap helps you find the right service professionals for activities important to you. Whether you are looking to decorate your home, get candid pictures of your wedding, get your doorbell repaired, plan your kid’s birthday or get healthier, they are a sure shot destination for your service needs.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking - household services,,,,Delhi,Angel investment,3,Varun Khaitan,Raghav Chandra,Abhiraj Bhal
319,Keyur,Urbanclap Technologies India Pvt. Ltd.,2014,"UrbanClap Technologies India Pvt. Ltd. operates an online platform that helps customers to find and hire service professionals for their personal activities/needs. It allows users to find and hire wedding photographers, yoga trainers at home, carpenters, interior designers, dieticians, physiotherapists, electricians, plumbers, baby and kids photographers, chartered accountants, drivers,etc",Technology,Software & Computer Services,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2C,Mobile app - helps to hire service professionals ,Hire services provider for household activities,,Gurgaon,Haryana,Angel investment,1,Abhiraj Bhal ,,
320,Keyur,Urbane Media Enterprise Pvt. Ltd.,2015,"Urbane Media Enterprise Private Limited owns and operates a hyper-local (area-specific) social networking responsive site for individuals and families. It operates Livinglocal.com, a social media platform that connects residents and merchants of a locality, and enables the users to seek, share, and discover all things in their local areas. The company also provides mobile applications.",Technology,Software & Computer Services,Real_estate,"Buy , Rent and Sell Property",,,,B2C,Social website to share real estate details,,,Mumbai,Maharashtra,Angel investment,1,Anubhav Anand,,
321,Keyur,Urbanjoy E-Service Pvt. Ltd,2015,"Urbanjoy E-Service Pvt. Ltd. owns and operates an online portal that allows users to rent furniture, electronics, and fitness equipment. ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Borrow and rent goods and products,,,,B2C,"Rental-furniture, electronics items",,,Gurgaon,Haryana,Angel investment,1,Jeetesh Agrawal,,
322,Keyur,Urbtranz Technologies Pvt. Ltd.,2015,UrbTranz Technologies Pvt Ltd operates online platform to provide cab service. ,Technology,Software & Computer Services,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2C,Logistics services,Cab service,,Mumbai,Maharashtra,Angel investment,1,Someshwar Dash,,
323,Keyur,Vijaikirti Technologies Pvt. Ltd.,2015,"Vijaikirti Technologies Pvt. Ltd. provides advertising services. It offers non-traditional advertising spaces, such as residential societies, corporate parks, gyms and clubs, salons, retail outlets, private schools and colleges, and food chains. The company also provides traditional advertising spaces (outdoor), including bus stops, buses, train stations, pole based kiosks, malls, parking spaces, and cinema halls. In addition, it offers digital marketing services. ",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Advertising,,,,B2B,Digital marketing place,Indoor and outdoor advertisment,,Mumbai,Maharashtra,Angel investment,4,Nitin Jain,Anupam Sourabh,PankajKandhari
324,Keyur,Vlurn Education Pvt. Ltd.,2015,"Vlurn Education Pvt. Ltd. operates an education learning portal that offers a range of online courses in India. It offers courses on various topics, such as finance, information technology, arts and music, languages, maths and science, and entrance exams. ",Technology,Software & Computer Services,Edu_Tech,Online courses and resources,,,,B2C,Offers online courses ,Education portal,,Mumbai,Maharashtra,Angel investment,,,,
325,Keyur,VoxWeb,2014,"Vox Web is a mobile application though which you can share pictures with your folks, we know this sounds like any other image sharing app but here's the twist - it's not about sharing the picture alone you can now share voice overs with your image too which can make your picture sharing very interesting and easy!",Technology,Software & Computer Services,Social_Platforms,Connect People for Sharing Media and Files,,,,B2C,Social platform- Sharing sound along with picture,,,Mumbai,Maharashtra,Angel investment,1,Yash Mishra,,
326,keyur,vPhrase Analytics Solutions Pvt. Ltd.,2015,"They help companies communicate insights from their data, in a personalized way, at scale using artificial intelligence.",Technology,Software & Computer Services,Software_and_Internet_Services,DevOps,Big Data Analytics and Machine learning,,,B2B,Buiness communication service providers ,,,Maharashtra,Mumbai,Angel investment,1,Neerav Paresh,,
327,keyur,Weddingz.in,2015,"Weddingz.in - India's largest Wedding Company. From Wedding Venues to Makeup to inspiration, Get it all here at great prices! ",Technology,Software & Computer Services,Consumer_Products_and_Services,Event Management,,,,B2C,Wedding planners,Event management,,Maharashtra,Mumbai,Angel investment,,,,
328,Keyur,Wehive Technologies Pvt. Ltd.,2014,WeHive Technologies Pvt. Ltd. operates an online peer-to-peer marketplace that enables buyers and sellers from various segments to connect and deal directly with each other for buying or selling desired products. ,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,,,,B2C,Buy and sell product,Online marketplace,,Bengaluru,Karnataka,Angel investment,,,,
329,Keyur,Whats On Rent,2015,"We are the rent people. When we say that, we mean it. We have hired laptops for the team, bikes for market survey, office furniture and the little knick knacks of business.WhatsOnRent.com aims at providing customers with top notch quality products to all people for all occasions, that too at an affordable price.",Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2C,Rental - products,,,Bengaluru,Karnataka,Angel investment,3,Shreyans Shrimali,Sulabh  Jain,Bharat Gopal
330,Keyur,Winwin Rides Pvt. Ltd.,2016,"Winwincab Rides Pvt. Ltd. provides cab and transport management solutions to companies. It provides cabs for company and business use. The company also offers a cloud based management dashboard to manage and track cabs; route and usage optimization solutions; data analytics; and women safety and professional support for employees, transport desk supervisors, account managers, HR executives/admins, and guests. ",Technology,Software & Computer Services,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2B,Logistics services,Taxi facilities for employee,,,Delhi,Angel investment,3,Neeraj Tayal, Ankit Gupta,Vinod Kumar
331,Keyur,Wiseworks Technology Pvt. Ltd.,2015,"Wiseworks Technology Private Limited owns and operates a digital lending platform that provides personal and business loans to small and medium enterprises in India. It offers access to personal loans, such as unsecured personal loans, personal vehicle loans, education loans, and home loans; and business loans, such as loans against property, business expansion loans, and commercial vehicle/equipment loans.",Financials,Banks,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2B2C,Connects borrowers and lenders,Digital lending platform,,Mumbai,Maharashtra,Angel investment,2,Rohan Adlakha,Sayantan Sarkar,
332,Keyur,Wishup,2015,"Imagine personal assistant, consultant, errand runner, personal shopper and event planner all rolled into a single idea. Wishup is that idea. Wishup lets you live the large life by taking care of every task that you do not have the time or the inclination to do yourself. From raising a complaint to raising a toast, from booking a cab to booking a private jet, we can get everything done for you. Our sole aim is to complete the job as you would personally like it done.",Technology,Software & Computer Services,Consumer_Products_and_Services,Professional Services,,,,B2C,Personal assistance,,,,Delhi,Angel investment,2,Vivek Gupta ,Neelesh Rangwani,
333,Keyur,With Ease Technologies India Pvt. Ltd.,2015,"With Ease Technologies India Private Limited provides an online platform for wedding services. Its platform assists brides, grooms, and their families in selecting wedding attire, grooming solutions, wedding planning, wedding themes and decorations, and traditions and rituals.",Technology,Software & Computer Services,Social_Platforms,Connect People for Dating and Matrimonial,,,,B2C,Matrimonial,Wedding solution,,Hyderabad,Andhra Pradesh,Angel investment,1, Varun Aggarwal,,
334,Keyur,Work Advantage Pvt. Ltd.,2014,"Advantage Club operates a platform that connects and benefits corporate employees and businesses in India. It offers an end-to-end solution for corporate employees that help them to avail the benefits and offers provided by business partners, as well as delivers market for business partners. The company also offers corporate marketing programs for brands, such as branding, targeted marketing, customizations and recommendations, and Web-promotions. It provides benefits, perks, and discounts in the areas of dining, travel, education, wellness, shopping, services, entertainment, and events.",Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Buisness and Management consultancy,,,,B2B,Connects business and corporate employee,Gives solution to employees avail benfits and offers,Corporate marketing programs for brands,Gurgaon,Haryana,Angel investment,2,Sourabh  Deorah,Smiti Bhatt Deorah,
335,Keyur,Workindia,2015,"WorkIndia is a technology venture based in the mixed collar space (between white and blue collar space) of the recruitment industry. We aim to connect the right employers to the right employees.In the mixed collar space ( bpo jobs, delivery jobs, accountant jobs, retail jobs, back office jobs etc.) getting jobs in thane and getting employees in thane both is a tiresome process.The mixed collar space seeks a solution that simplifies the process for both employer side and the employee side.
",Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Business Training & Employment Agencies,,,,B2B,Emplyoment agency,,,Mumbai,Maharashtra,Angel investment,2,Ajay Kumar,Kunal Patil,
336,Keyur,World art community,2014,"WorldArtCommunity, or WAC as we call it, is a peer to peer marketplace for artistic creations across a wide range of mediums and materials. it connects appreciators of art with creators of uniquely designed or handmade works.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Connects artists,,,Gurgaon,Haryana,Angel investment,1,Shobhit Arora,,
337,Keyur,Wudstay Travels Pvt. Ltd.,2015,"Wudstay Travels Pvt. Ltd. operates an online platform that allows users to book accommodations. Its platform allows users to book reservations at hotels, motels, villas, bed and breakfast inns, hostels, apartments, guest houses, lodges, and private houses/bungalows. The company also engages in the business of hospitality and management of hotels, apartments, guest houses, lodges, private houses/bungalows, etc",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking - hotels,,,Gurgaon,Haryana,Angel investment,1,Prafulla Mathur,,
338,Keyur,Xenon Automotive India Pvt. Ltd.,2014,Xenon Automotive India Private Ltd. operates an online portal which allows car owners to search for the nearest car service station.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking - car service,,,Bengaluru,Karnataka,Angel investment,,,,
339,Keyur,YourDOST Health Solutions Pvt. Ltd.,2014,"Your dost is a platform that allows you to connect with experts to discuss issues related to your personal, professional and academic life. The professionally trained counsellors help you cope with tough times - work stress, relationship, self-image and many more, and support you in your quest for self improvement.",Healthcare,Healthcare,Health_Tech,Counselling,,,,B2C,Health counselling,,,Bengaluru,Karnataka,Angel investment,4,Richa Singh,Satyajeet Nandekar,
340,Keyur,YuMist Foodtech Pvt. Ltd.,2014,"We make delicious, homely meals available in under 30 minutes through the use of technology and a sophisticated logistics infrastructure.",Consumer_goods,Food and beverage,Hyperlocal_and_Logistics, Food Products,,,,B2B, Prepares home meals  ,Logistic faclities for delivery of food ,,Gurgaon,Haryana,Angel investment,2,Abhimanyu Maheshwari,Alok jain,
341,Keyur,Zappka Tech Pvt. Ltd.,07/05,"Zappka is an online app development company and marketplace. It develops mobile applications and provides a platform that allows its users to discover, review, and share mobile applications socially with other users. The company helps its users search apps based on their profile, preferences, friends, and social network.",Technology,Software & Computer Services,Software_and_Internet_Services,Internet and software development,,,,B2B,online app development company,,,Gurgaon,Haryana,Angel investment,2,Arvind Pal Singh,Rajan Gupta,
342,keyur,Zebpay,2014,Zebpay is targeted at regular people who want to start using bitcoins among friends and family and to accept bitcoins in their small businesses. They can now do that using Zebpay which as simple to use as popular instant messaging apps.,Technology,Software & Computer Services,Fin_Tech_and_Payments,Bit coin and Block chain,,,,B2C,Whatsapp for sending & receiving Bitcoins,,,,,Angel investment,3,Mahin Gupta,Saurabh Agarwal,Sundeep Goenka
343,Keyur,Zenradius,2015,We are a funded startup working in recruitment field based out of Bangalore. We are building a platform for teams and individuals to make job referral efficient and easy. We are taking a new approach in finding perfect candidate for teams with help from their own network.,Consumer_services,Retail,Industrial_and_Business_Products_and_Services,Business Training & Employment Agencies,,,,B2B,Employment agencies,,,Bengaluru,Karnataka,Angel investment,2,Arpit Kumar AlokYadav,,
344,Keyur,Zeppery,2015,"The company will use the capital for marketing the app and acquiring B2B clients, essentially restaurants and food courts in Delhi-NCR. It is going to launch its operations by next week.",Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Marketing app,,,,Delhi,Angel investment,2,Lalit Vijay,Utkarsh Srivastava,
345,Keyur,Zify Tech Solutions Pvt. Ltd.,2014,"Zify Tech Solutions Pvt Ltd. develops and operates a commuting application for on-demand ride sharing and cab-pooling. The company’s application enables users to search and book cabs, choose their route and the drivers, and track their travel bills online. ",Technology,Software & Computer Services,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2C,Logistics services-car pooling,,,Hyderabad,Andhra Pradesh,Angel investment,2,Anurag Rathor,Pramod Kumar,
346,keyur,Zimmber,2014,"Zimmber is a platform for those who are in need of home services like fixing or a dripping flush tank or electrical glitch, or installation of air conditioner. People who are in need of these services can contact this online firm and get the tasks done within few clicks.",Consumer_services,Retail,Consumer_Products_and_Services,Home Improvement Retailers,Servicing,,,B2C,Home improvement services,,"Electrical glitch, or installation of air conditioner.",Maharashtra,Mumbai,Angel investment,3,Gaurav shrivatsava,Anubhab goel,Amit kumar
347,Keyur,Zocalo Realtech Pvt. Ltd.,2014,"Zocalo Realtech Pvt Ltd. operates an online marketplace for property search. Its platform enables to search and find PG and hostels, shared apartments, and rental apartments.",Technology,Software & Computer Services,Real_estate,"Buy , Rent and Sell Property",,,,B2C,"Rental -Pg, apartments and hostels",,,,Delhi,Angel investment,,,,
348,keyur,ZopHop,2014,ZophopTech is a web-based system that enables users to simplify the processes of travelling. It enables users to keep track of locations of themselves or their deliveries. ,Consumer_services,Travel and Leisure,Consumer_Products_and_Services,Travel & Tourism,,,,B2C,Web base system for tracking delivers,,,Maharashtra,Mumbai,Angel investment,1,Vinayak Bhavnani,,
349,Keyur,Zuper Meal Pvt. Ltd.,2015,Zuper Meal Pvt. Ltd. develops a mobile based food aggregator that provides authentic home-cooked meals. ,Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,,Hyperlocal_and_Logistics,Food Services,B2C, Prepares home food   ,Food delivery,,Mumbai,Maharashtra,Angel investment,4,Sanjeev Kapoor,Ravi Saxena,
