startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
Shopsense,IT & ITES,Enterprise Software (Retail),"Anand Chandrasekaran&#8203;,Others",Jan-17,Yes,None,Non Exited,Mumbai,West,http://shopsense.shopstyle.com/,"In November 2015, Shopsense, a B2B retail and inventory management solution pivoted to Fynd, a B2C e-commerce marketplace. Mumbai-based fashion portal &#8203;Fyn&#8203;d has raised funding from Snapdeals&#8203; &#8203;former Chief Product Officer, Anand Chandrasekaran&#8203;. Rajiv Mehta, CEO of Arvind Sports Lifestyle Ltd and Ramakant Sharma, Co-Founder of Livspace have also participated in the round. Fynd&#8203; aims to use the funds to expand operations. &#8203;Fynd &#8203;claims to optimizes delivery time by sourcing products from the outlets nearest to the customer. Fynd has also&#8203; launched a new feature called Fynd Store&#8203; &#8203;providing retailers an opportunity to increase sales through omni channel user-engagement.",
Supercraft3D,Healthcare & Life Sciences,Biotech (Organ Printing),"Binny Bansal,Others",Jan-17,No,None,Non Exited,Bangalore,South,http://www.supercraft3d.com,"Supercraft3D, an additive manufacturing (3D printing) startup focused on healthcare and medical applications, has raised $1 million (approximately INR 6.6 crore), from Flipkart cofounder Binny Bansal and four other angel investors. The company offers patient-specific visualisation solutions that help hospitals, doctors and academicians get a perspective about the anatomy, among other services.",
Taxsutra,IT & ITES,Online Services (Content - Taxation),"V Balakrishnan,Mohandas Pai,Others",Jan-17,Yes,None,Non Exited,Pune,West,http://www.taxsutra.com/,"Pune-based information portal Taxsutra has raised INR 2.5 crore in a third capital infusion from existing investors T V Mohandas Pai, chairman of Manipal Global Education, and V Balakrishnan, chairman of Exfinity Ventures, along with other existing and new investors including former Wipro taxation head P V Srinivasan. In Feb-15, Pai and Balakrishnan had earlier invested INR 1 crore in Taxsutra.",
Unacademy,IT & ITES,Online Services (Education - Videos),"Stanford Angels,Girish Mathrubootham,Others",Jan-17,Yes,Obtained,Non Exited,Bangalore,South,https://unacademy.in/,"Bengaluru-based online learning platform Unacademy has raised USD 4.5 million (about INR 30 crore) in a Series A funding led by Nexus Venture Partners and existing investor Blume Ventures. Girish Mathrubootham, CEO of Freshdesk and Ananth Narayanan, CEO of Myntra along with Stanford Angels have also participated in the round. The fresh funds will be used to expand content portfolio, onboard educators on the platform, hire talent to scale up team, and improve user experience by leveraging technology.",
Vahdam Teas,IT & ITES,E-Commerce - Tea,"Singapore Angel Network,Kanwaljit Singh,Mumbai Angels",Jan-17,No,None,Non Exited,Delhi,North,https://www.vahdamteas.com/,"Vahdam Teas has raised USD 6,50,000 (over INR 4 crore) from Fireside Ventures, Mumbai Angels, Singapore Angel Network and a clutch of eminent angel investors. The premium online tea brand which ships garden fresh tea to over 76 countries will use the capital for marketing, product development and to open a warehouse in the US in six months.",
(VOW CarClinic),Other Services,After Sales Services (Automobiles),"Vishal Malik,Others",Jan-17,No,None,Non Exited,Gurgaon,North,http://vowcarclinic.com/,"VOW CarClinic, a car servicing and repair startup operated by Gurgaon-based GreyHair Ventures Pvt Ltd, has raised angel funding from Vishal Malik, founder and director of Gemini Solutions and a group of IIT-Delhi alumni. VOW CarClinic is a marketplace for end-to-end car servicing/repair needs in the offline-to-online consumer internet space and currently serves the Delhi-NCR region through its website and mobile app platforms.",
Wishberry,IT & ITES,Online Services (Marketplace - Crowd Funding),"Amit Ranjan,Alok Mittal,Sharad Sharma,Rajan Anandan,Others",Jan-17,Yes,None,Non Exited,Mumbai,West,https://www.wishberry.in/,"Crowdfunding platform Wishberry has secured additional seed funding led by existing investor and iSPIRT co-founder Sharad Sharma. The round also saw the participation of Rajan Anandan (MD, Google India), Amit Ranjan (co-founder, SlideShare), Alok Mittal (founding member, IAN), Venkat S Raju and several other investors from LetsVenture.",
YOLO Health,Healthcare & Life Sciences,Telemedicine,Chandigarh Angels Network,Jan-17,No,None,Non Exited,Mumbai,West,https://yolohealth.in/,"OLO Health, a Mumbai-based healthcare start-up, has raised funding from Chandigarh Angels Network (CAN). The 13-member company will use the funding to strengthen the existing product development and pipeline of newer products focussed on bringing forward more intelligent Health ATMs, along with generic drug-dispensing. Also, a significant amount will be used for backing clinical and regulatory compliance, R&D and marketing.",
BookEventz,IT & ITES,"Online Services (Marketplace - Event Venues, Banquets)","Girish Mathrubootham,Lead Angels,Mumbai Angels,Others",Dec-16,No,None,Non Exited,Mumbai,West,http://www.bookeventz.com/,"Online event booking platform BookEventz has raised funding in an angel round led by Mumbai Angels with Girish Mathrubootham (Freshdesk) and Anbu Pandian (PanZeea Solutions) and other investors via the LetsVenture platform. BookEventz aims to be a one­-stop portal, to cater all event-­related services. Formerly known as Urbanrestro, BookEventz claims to have served more than 73,000 event enquiries, booked over 5000 events with GMV of over INR 50 Cr.",
(Ecocentric),Engg. & Construction,Waste Management (E-waste),"Sukhpal Singh Ahluwalia,Badri Baldawa",Dec-16,No,None,Non Exited,Mumbai,West,http://www.ecocentric.co.in/,"Ecocentric Management Pvt Ltd, an electronics asset management company providing E-Waste Recycling & Management Solutions, has raised investment from high networth individuals Badri Baldawa and Sukhpal Singh Ahluwalia. Encito Advisors Prashant Maniar was the transaction advisor and Clove Legal was the legal advisor to the company. The investors were advised by Singhania & Co.",
enKast,IT & ITES,Enterprise Software (Saas - HR - Talent Management),Ivy League Network,Dec-16,No,None,Non Exited,Bangalore,South,http://www.enkast.com/,"Bengaluru-based startup Seamovation Labs has raised a Pre-Series-A round funding round of USD 2 million for its cloud-based product named enKast that enables modelling and talent agencies to monitor and optimise available resources in real time. The funding has been raised from Ivy League Alumni Angel Network led by Manish Maheshwari, chief executive at Network 18 Digital. The funds will be used to enhance the scalability and quality of enKasts on demand platform and utility application suits.",
Fitpass,IT & ITES,Online Services (Marketplace - Fitness Centers),"Mumbai Angels,Others",Dec-16,No,None,Non Exited,Delhi,North,https://fitpass.co.in/,"FITPASS, an all-access pass to gyms and fitness studios, has raised $1 million in seed funding from Mumbai Angels and a consortium of Delhi and Bangalore-based angels. FITPASS is an app based pass, which can be used to work out from the large partner network of gyms and fitness studios, the company is tied up with. Available on iOS & android, it offers workouts ranging from gym, yoga, zumba, pilates, spinning to kickboxing, mixed martial arts and more.",
(Healthifyme),IT & ITES,Mobile VAS (Healthcare - Calorie Guide for Indian Foods),Neelesh Bhatnagar,Dec-16,Yes,None,Non Exited,Bangalore,South,http://healthifyme.com/,"Bangalore-based health and fitness app HealthifyMe has raised USD 1 million funding led by Neelesh Bhatnagar, a Dubai-based investor from NB Ventures. This investment follows the USD 6 million the company had raised earlier in 2016 from IDG Ventures India, Blume Ventures and Inventus Capital. The startup plans to use the funds to hire top leadership and invest in product and tech innovation.",
InFeedo,IT & ITES,,"Dheeraj Jain,Anupam Mittal,Others",Dec-16,Yes,None,Non Exited,Gurgaon,North,https://www.infeedo.com/,"SaaS-based HR Analytics Startup inFeedo has raised $200,000 in angel round from a group of investors led by Dheeraj Jain, Managing Partner, Redcliffe Capital and Anupam Mittal, CEO of Shaadi.com. The company also got funding from Ameera Shah, CEO of Metropolis; Vivek Bhargava, Group CEO of DAN Performance; Rahul Singh, CEO of Beer Cafe and Ambarish Gupta, CEO of Knowlarity.",
Juice Up,Food & Beverages,Beverages (Fruit Juice),"Ashvin Chadda,Others",Dec-16,No,None,Non Exited,Delhi,North,http://www.juiceup.today/,"Delhi-based cold-pressed juice brand Juice Up, owned by Fresh Food Concepts Pvt Ltd, has raised a $2 million seed round led by angel investors Siddhartha Gupta and Ashvin Chadha. Available in over 250 locations across Delhi NCR, Juice Up offers a range of 100% raw and fresh cold pressed juices and is targeting to hit 75,000 bottles per month. The current round of funding will be utilised for upgrading the production facility, enhancing the sales and distribution network, branding and marketing and to explore new products over the next phase.",
LexComply,IT & ITES,Enterprise Software (Legal & Compliance),Ajay Relan,Dec-16,No,None,Non Exited,Delhi,North,https://lexcomply.com/,"Compliance management software startup LexComply has raised INR 50 lakh ($73.5k) in an angel funding from Ajay Relan, co-founder of PE firm CX Partners. The startup will use the money for enhancing its technology and marketing solutions. LexComply, run by Delhi-based RSJ Lexsys Pvt Ltd, provides compliance management software to corporates.",
(MCaffeine),IT & ITES,E-Commerce - Personal Care,"Navjot Singh Saini,Pranay Jivrajka,Krishna Mehra,Kaushal Aggarwal,Harminder Sahni",Dec-16,No,None,Non Exited,Bangalore,South,https://www.mcaffeine.com/,"E-commerce-based personal care startup, MCaffeine has raised USD 300,000 (INR 2 crore) in angel investment from Harminder Sahni, Kaushal Aggarwal, Krishna Mehra, Pranay Jivrajka and Navjot Singh Saini. The raised funds will be deployed towards marketing, development of its R&D and analytics department, and increasing its supply chain.",
MoEngage,IT & ITES,Enterprise Software (SaaS - Programming Tools - Mobile App Engagement),Anand Chandrasekaran,Dec-16,Yes,Obtained,Non Exited,Bangalore,South,http://moengage.com/,"Facebook executive and former head of products at e-commerce marketplace Snapdeal, Anand Chandrasekaran, has joined the list of investors and advisors at Bangalore-based mobile user engagement start-up MoEngage.",
MyAdvo,IT & ITES,Online Services (Marketplace - Legal & Compliance),Calcutta Angels,Dec-16,No,None,Non Exited,Gurgaon,North,http://www.myadvo.in/,"MyAdvo, a legal concierge that helps its clients connect to the right lawyer for their legal needs, has raised an angel round led by Pradyumna Dalmia, co-founder of Calcutta Angels Network and other angel investors through funding platform Letsventure. The company, which is run by MyAdvo Techserve Pvt Ltd, claims to have received more than 22,500 legal queries, and claims to have expanded its network to more than 2,500 lawyers, spread across 115 cities, with expertise in over 75 domains.",
